sep=^
80^90.950000^93^90
81^91.000000^88^81
82^91.050000^73^64
83^91.100000^55^46
84^91.150000^62^46
85^91.200000^67^57
86^91.250000^73^68
87^91.300000^77^75
88^91.350000^73^69
89^91.400000^67^57
90^91.450000^60^48
91^91.500000^53^49
92^91.550000^48^45
93^91.600000^60^51
94^91.650000^82^75
95^91.700000^88^86
96^91.750000^81^76
97^91.800000^62^53
98^91.850000^41^33
99^91.900000^31^30
100^91.950000^32^30
101^92.000000^41^33
102^92.050000^55^50
103^92.100000^60^58
104^92.150000^55^51
105^92.200000^41^35
106^92.250000^57^38
107^92.300000^66^52
108^92.350000^73^63
109^92.400000^78^73
110^92.450000^83^80
111^92.500000^88^84
112^92.550000^84^81
113^92.600000^81^74
114^92.650000^74^64
115^92.700000^72^54
116^92.750000^59^50
117^92.800000^67^65
118^92.850000^59^50
119^92.900000^40^30
120^92.950000^36^30
121^93.000000^55^46
122^93.050000^65^59
123^93.100000^67^63
124^93.150000^63^59
125^93.200000^55^47
126^93.250000^35^31
127^93.300000^32^30
128^93.350000^31^30
129^93.400000^32^30
130^93.450000^34^32
131^93.500000^36^34
132^93.550000^33^31
133^93.600000^31^29
134^93.650000^32^30
135^93.700000^36^34
136^93.750000^32^30
137^93.800000^30^29
138^93.850000^30^28
139^93.900000^33^30
140^93.950000^31^29
141^94.000000^31^30
142^94.050000^32^30
143^94.100000^33^31
144^94.150000^31^30
145^94.200000^31^30
146^94.250000^30^29
147^94.300000^31^30
148^94.350000^31^30
149^94.400000^30^29
150^94.450000^29^28
151^94.500000^30^28
152^94.550000^29^28
153^94.600000^31^28
154^94.650000^44^35
155^94.700000^58^50
156^94.750000^62^58
157^94.800000^67^63
158^94.850000^63^59
159^94.900000^62^51
160^94.950000^46^36
161^95.000000^32^28
162^95.050000^35^32
163^95.100000^51^44
164^95.150000^70^64
165^95.200000^77^74
166^95.250000^71^65
167^95.300000^51^45
168^95.350000^36^33
169^95.400000^29^28
170^95.450000^29^27
171^95.500000^28^27
172^95.550000^29^27
173^95.600000^36^27
174^95.650000^49^38
175^95.700000^56^54
176^95.750000^50^41
177^95.800000^44^38
178^95.850000^54^38
179^95.900000^59^47
180^95.950000^67^61
181^96.000000^73^69
182^96.050000^68^63
183^96.100000^60^50
184^96.150000^51^35
185^96.200000^45^33
186^96.250000^50^46
187^96.300000^55^51
188^96.350000^51^46
189^96.400000^42^34
190^96.450000^29^28
191^96.500000^28^27
192^96.550000^33^30
193^96.600000^38^35
194^96.650000^40^35
195^96.700000^57^52
196^96.750000^67^64
197^96.800000^72^69
198^96.850000^66^63
199^96.900000^56^50
200^96.950000^40^32
201^97.000000^27^25
202^97.050000^28^26
203^97.100000^28^27
204^97.150000^28^26
205^97.200000^28^26
206^97.250000^28^26
207^97.300000^29^27
208^97.350000^27^26
209^97.400000^33^27
210^97.450000^50^42
211^97.500000^71^64
212^97.550000^78^73
213^97.600000^80^77
214^97.650000^76^73
215^97.700000^70^64
216^97.750000^54^46
217^97.800000^50^47
218^97.850000^46^42
219^97.900000^66^59
220^97.950000^72^68
221^98.000000^74^71
222^98.050000^71^68
223^98.100000^67^60
224^98.150000^38^31
225^98.200000^26^25
226^98.250000^57^47
227^98.300000^72^65
228^98.350000^76^74
229^98.400000^79^77
230^98.450000^76^73
231^98.500000^70^63
232^98.550000^57^46
233^98.600000^30^26
234^98.650000^43^36
235^98.700000^62^55
236^98.750000^70^67
237^98.800000^76^72
238^98.850000^70^68
239^98.900000^63^56
240^98.950000^44^36
241^99.000000^27^24
242^99.050000^27^23
243^99.100000^25^23
244^99.150000^25^23
245^99.200000^25^23
246^99.250000^25^23
247^99.300000^37^24
248^99.350000^50^30
249^99.400000^55^41
250^99.450000^62^57
251^99.500000^68^65
252^99.550000^63^59
253^99.600000^64^61
254^99.650000^59^52
255^99.700000^52^39
256^99.750000^46^29
257^99.800000^33^22
258^99.850000^25^22
259^99.900000^32^23
260^99.950000^41^33
261^100.000000^53^51
262^100.050000^45^37
263^100.100000^43^40
264^100.150000^40^34
265^100.200000^48^45
266^100.250000^51^37
267^100.300000^57^47
268^100.350000^61^57
269^100.400000^66^62
270^100.450000^61^57
271^100.500000^56^47
272^100.550000^50^35
273^100.600000^34^23
274^100.650000^43^26
275^100.700000^47^36
276^100.750000^53^46
277^100.800000^61^59
278^100.850000^54^47
279^100.900000^48^37
280^100.950000^44^28
281^101.000000^34^26
282^101.050000^25^23
283^101.100000^26^21
284^101.150000^27^22
285^101.200000^36^29
286^101.250000^47^43
287^101.300000^50^48
288^101.350000^50^45
289^101.400000^56^43
290^101.450000^59^52
291^101.500000^66^62
292^101.550000^60^53
293^101.600000^57^43
294^101.650000^50^33
295^101.700000^42^25
296^101.750000^37^24
297^101.800000^56^45
298^101.850000^69^64
299^101.900000^74^71
300^101.950000^69^65
301^102.000000^57^46
302^102.050000^34^25
303^102.100000^24^22
304^102.150000^27^22
305^102.200000^40^31
306^102.250000^59^52
307^102.300000^62^59
308^102.350000^59^53
309^102.400000^40^31
310^102.450000^27^22
311^102.500000^27^22
312^102.550000^39^27
313^102.600000^58^48
314^102.650000^65^59
315^102.700000^70^66
316^102.750000^67^61
317^102.800000^62^50
318^102.850000^42^29
319^102.900000^27^21
320^102.950000^26^20
321^103.000000^24^20
322^103.050000^24^21
323^103.100000^26^23
324^103.150000^24^21
325^103.200000^23^20
326^103.250000^29^25
327^103.300000^34^30
328^103.350000^29^26
329^103.400000^25^21
330^103.450000^27^24
331^103.500000^30^27
332^103.550000^35^30
333^103.600000^40^37
334^103.650000^41^37
335^103.700000^45^41
336^103.750000^41^36
337^103.800000^37^30
338^103.850000^32^23
339^103.900000^25^21
340^103.950000^24^21
341^104.000000^24^21
342^104.050000^28^21
343^104.100000^44^35
344^104.150000^62^54
345^104.200000^63^57
346^104.250000^67^61
347^104.300000^72^65
348^104.350000^65^61
349^104.400000^64^59
350^104.450000^63^57
351^104.500000^52^38
352^104.550000^35^22
353^104.600000^27^22
354^104.650000^24^20
355^104.700000^53^52
356^104.750000^27^25
357^104.800000^25^23
358^104.850000^24^19
359^104.900000^25^18
360^104.950000^25^18
361^105.000000^24^20
362^105.050000^23^19
363^105.100000^26^20
364^105.150000^26^18
365^105.200000^25^18
366^105.250000^24^19
367^105.300000^27^23
368^105.350000^22^17
369^105.400000^26^20
370^105.450000^22^16
371^105.500000^23^17
372^105.550000^37^32
373^105.600000^41^39
374^105.650000^36^32
375^105.700000^24^18
376^105.750000^25^18
377^105.800000^54^41
378^105.850000^61^52
379^105.900000^65^57
380^105.950000^58^49
381^106.000000^54^39
382^106.050000^34^22
383^106.100000^37^28
384^106.150000^44^38
385^106.200000^51^48
386^106.250000^57^54
387^106.300000^60^57
388^106.350000^57^55
389^106.400000^51^43
390^106.450000^38^30
391^106.500000^26^24
392^106.550000^26^20
393^106.600000^27^18
394^106.650000^30^26
395^106.700000^36^33
396^106.750000^31^26
397^106.800000^32^26
398^106.850000^35^32
399^106.900000^39^35
400^106.950000^36^33
401^107.000000^32^26
402^107.050000^26^21
403^107.100000^34^24
404^107.150000^43^28
405^107.200000^49^45
406^107.250000^40^26
407^107.300000^30^21
408^107.350000^22^15
409^107.400000^25^15
410^107.450000^23^17
411^107.500000^22^16
412^107.550000^20^15
413^107.600000^21^17
414^107.650000^22^15
415^107.700000^25^15
416^107.750000^24^15
417^107.800000^22^15
418^107.850000^23^16
419^107.900000^21^18
420^107.950000^21^15
421^108.000000^23^15
422^108.000000^9^6
423^108.006250^7^5
424^108.012500^10^4
425^108.018750^7^4
426^108.025000^8^4
427^108.031250^8^4
428^108.037500^16^13
429^108.043750^7^4
430^108.050000^7^4
431^108.056250^7^4
432^108.062500^7^4
433^108.068750^7^5
434^108.075000^7^4
435^108.081250^6^4
436^108.087500^7^4
437^108.093750^8^4
438^108.100000^17^14
439^108.106250^11^4
440^108.112500^9^4
441^108.118750^10^4
442^108.125000^7^4
443^108.131250^8^5
444^108.137500^7^5
445^108.143750^7^4
446^108.150000^7^4
447^108.156250^7^4
448^108.162500^17^14
449^108.168750^9^4
450^108.175000^8^4
451^108.181250^7^4
452^108.187500^8^4
453^108.193750^8^4
454^108.200000^7^4
455^108.206250^7^4
456^108.212500^10^4
457^108.218750^7^4
458^108.225000^15^12
459^108.231250^7^4
460^108.237500^8^4
461^108.243750^9^4
462^108.250000^7^4
463^108.256250^8^6
464^108.262500^6^4
465^108.268750^7^4
466^108.275000^8^4
467^108.281250^8^6
468^108.287500^8^4
469^108.293750^7^4
470^108.300000^7^4
471^108.306250^7^4
472^108.312500^8^6
473^108.318750^7^4
474^108.325000^8^4
475^108.331250^11^4
476^108.337500^8^4
477^108.343750^13^10
478^108.350000^12^5
479^108.356250^7^5
480^108.362500^7^5
481^108.368750^8^5
482^108.375000^8^5
483^108.381250^7^5
484^108.387500^8^5
485^108.393750^9^4
486^108.400000^7^4
487^108.406250^13^10
488^108.412500^7^4
489^108.418750^8^4
490^108.425000^8^4
491^108.431250^7^4
492^108.437500^8^5
493^108.443750^8^4
494^108.450000^8^4
495^108.456250^9^4
496^108.462500^8^4
497^108.468750^13^11
498^108.475000^7^4
499^108.481250^6^4
500^108.487500^10^4
501^108.493750^7^4
502^108.500000^8^5
503^108.506250^6^4
504^108.512500^7^4
505^108.518750^8^4
506^108.525000^8^6
507^108.531250^8^6
508^108.537500^6^4
509^108.543750^6^4
510^108.550000^8^4
511^108.556250^7^4
512^108.562500^8^4
513^108.568750^6^4
514^108.575000^11^4
515^108.581250^8^4
516^108.587500^13^11
517^108.593750^7^4
518^108.600000^7^4
519^108.606250^8^4
520^108.612500^7^4
521^108.618750^8^4
522^108.625000^8^4
523^108.631250^7^4
524^108.637500^7^4
525^108.643750^8^4
526^108.650000^13^10
527^108.656250^6^4
528^108.662500^7^4
529^108.668750^6^4
530^108.675000^6^4
531^108.681250^8^4
532^108.687500^7^4
533^108.693750^9^4
534^108.700000^7^4
535^108.706250^7^4
536^108.712500^10^5
537^108.718750^7^4
538^108.725000^9^4
539^108.731250^7^4
540^108.737500^9^4
541^108.743750^7^4
542^108.750000^7^4
543^108.756250^7^4
544^108.762500^8^4
545^108.768750^7^5
546^108.775000^18^16
547^108.781250^7^4
548^108.787500^6^4
549^108.793750^7^4
550^108.800000^7^4
551^108.806250^7^5
552^108.812500^7^5
553^108.818750^7^5
554^108.825000^7^5
555^108.831250^18^16
556^108.837500^10^5
557^108.843750^8^4
558^108.850000^11^4
559^108.856250^7^4
560^108.862500^7^4
561^108.868750^9^4
562^108.875000^9^4
563^108.881250^7^4
564^108.887500^6^4
565^108.893750^10^7
566^108.900000^7^4
567^108.906250^9^4
568^108.912500^7^4
569^108.918750^7^4
570^108.925000^7^5
571^108.931250^7^4
572^108.937500^7^4
573^108.943750^7^4
574^108.950000^8^4
575^108.956250^10^7
576^108.962500^7^4
577^108.968750^6^4
578^108.975000^7^4
579^108.981250^9^4
580^108.987500^10^7
581^108.993750^7^4
582^109.000000^7^4
583^109.006250^6^4
584^109.012500^8^4
585^109.018750^12^9
586^109.025000^7^4
587^109.031250^6^4
588^109.037500^8^4
589^109.043750^7^4
590^109.050000^9^6
591^109.056250^9^4
592^109.062500^7^4
593^109.068750^6^4
594^109.075000^10^9
595^109.081250^7^4
596^109.087500^7^4
597^109.093750^6^4
598^109.100000^6^4
599^109.106250^7^4
600^109.112500^7^4
601^109.118750^6^4
602^109.125000^6^4
603^109.131250^7^4
604^109.137500^11^8
605^109.143750^6^4
606^109.150000^6^4
607^109.156250^7^4
608^109.162500^6^4
609^109.168750^6^4
610^109.175000^8^4
611^109.181250^7^4
612^109.187500^7^4
613^109.193750^7^4
614^109.200000^7^4
615^109.206250^9^4
616^109.212500^6^4
617^109.218750^6^4
618^109.225000^6^4
619^109.231250^7^4
620^109.237500^8^4
621^109.243750^8^4
622^109.250000^6^4
623^109.256250^7^4
624^109.262500^7^5
625^109.268750^7^4
626^109.275000^8^4
627^109.281250^8^4
628^109.287500^6^4
629^109.293750^7^5
630^109.300000^7^4
631^109.306250^6^4
632^109.312500^7^4
633^109.318750^8^4
634^109.325000^8^5
635^109.331250^8^4
636^109.337500^6^4
637^109.343750^6^4
638^109.350000^6^4
639^109.356250^8^4
640^109.362500^6^4
641^109.368750^6^4
642^109.375000^7^4
643^109.381250^14^12
644^109.387500^6^4
645^109.393750^6^4
646^109.400000^7^4
647^109.406250^6^4
648^109.412500^7^4
649^109.418750^6^4
650^109.425000^8^4
651^109.431250^6^4
652^109.437500^10^4
653^109.443750^13^11
654^109.450000^6^4
655^109.456250^6^4
656^109.462500^6^3
657^109.468750^6^3
658^109.475000^8^4
659^109.481250^6^3
660^109.487500^6^4
661^109.493750^8^4
662^109.500000^6^4
663^109.506250^8^6
664^109.512500^9^4
665^109.518750^6^4
666^109.525000^7^4
667^109.531250^6^4
668^109.537500^7^5
669^109.543750^7^3
670^109.550000^6^3
671^109.556250^6^3
672^109.562500^7^3
673^109.568750^12^10
674^109.575000^5^3
675^109.581250^7^3
676^109.587500^7^3
677^109.593750^8^4
678^109.600000^10^3
679^109.606250^7^3
680^109.612500^7^3
681^109.618750^9^3
682^109.625000^9^7
683^109.631250^6^3
684^109.637500^9^3
685^109.643750^5^3
686^109.650000^7^3
687^109.656250^7^4
688^109.662500^7^3
689^109.668750^6^3
690^109.675000^6^3
691^109.681250^7^3
692^109.687500^6^3
693^109.693750^6^3
694^109.700000^6^3
695^109.706250^6^3
696^109.712500^9^3
697^109.718750^9^3
698^109.725000^9^3
699^109.731250^7^3
700^109.737500^7^4
701^109.743750^9^4
702^109.750000^13^11
703^109.756250^9^4
704^109.762500^6^4
705^109.768750^8^4
706^109.775000^8^4
707^109.781250^8^4
708^109.787500^8^4
709^109.793750^7^4
710^109.800000^8^4
711^109.806250^6^4
712^109.812500^8^5
713^109.818750^7^4
714^109.825000^8^5
715^109.831250^8^5
716^109.837500^9^5
717^109.843750^9^5
718^109.850000^8^5
719^109.856250^11^6
720^109.862500^10^7
721^109.868750^12^7
722^109.875000^10^6
723^109.881250^12^8
724^109.887500^14^8
725^109.893750^12^8
726^109.900000^11^7
727^109.906250^12^7
728^109.912500^14^8
729^109.918750^14^8
730^109.925000^11^6
731^109.931250^11^8
732^109.937500^10^7
733^109.943750^12^7
734^109.950000^11^7
735^109.956250^10^6
736^109.962500^10^6
737^109.968750^10^6
738^109.975000^9^6
739^109.981250^10^6
740^109.987500^9^5
741^109.993750^12^9
742^110.000000^8^5
743^110.006250^10^5
744^110.012500^8^5
745^110.018750^8^5
746^110.025000^8^5
747^110.031250^7^4
748^110.037500^7^4
749^110.043750^7^4
750^110.050000^7^4
751^110.056250^10^7
752^110.062500^7^4
753^110.068750^10^4
754^110.075000^6^4
755^110.081250^9^4
756^110.087500^9^4
757^110.093750^10^4
758^110.100000^9^4
759^110.106250^7^4
760^110.112500^8^4
761^110.118750^8^5
762^110.125000^8^4
763^110.131250^6^4
764^110.137500^6^4
765^110.143750^6^4
766^110.150000^7^4
767^110.156250^6^4
768^110.162500^6^4
769^110.168750^8^4
770^110.175000^10^8
771^110.181250^8^4
772^110.187500^7^4
773^110.193750^8^4
774^110.200000^7^4
775^110.206250^7^5
776^110.212500^8^4
777^110.218750^7^4
778^110.225000^8^4
779^110.231250^11^4
780^110.237500^11^8
781^110.243750^11^4
782^110.250000^7^4
783^110.256250^8^4
784^110.262500^7^4
785^110.268750^8^5
786^110.275000^7^4
787^110.281250^7^4
788^110.287500^7^4
789^110.293750^7^4
790^110.300000^11^10
791^110.306250^10^4
792^110.312500^7^4
793^110.318750^9^4
794^110.325000^10^4
795^110.331250^9^4
796^110.337500^7^4
797^110.343750^8^4
798^110.350000^7^4
799^110.356250^7^4
800^110.362500^8^5
801^110.368750^8^4
802^110.375000^10^5
803^110.381250^7^4
804^110.387500^7^4
805^110.393750^7^4
806^110.400000^7^5
807^110.406250^7^5
808^110.412500^8^5
809^110.418750^9^7
810^110.425000^8^5
811^110.431250^7^5
812^110.437500^9^5
813^110.443750^8^5
814^110.450000^11^5
815^110.456250^9^5
816^110.462500^8^5
817^110.468750^10^5
818^110.475000^8^5
819^110.481250^9^7
820^110.487500^7^5
821^110.493750^8^5
822^110.500000^8^5
823^110.506250^7^5
824^110.512500^9^5
825^110.518750^8^5
826^110.525000^7^5
827^110.531250^8^5
828^110.537500^8^5
829^110.543750^9^7
830^110.550000^9^5
831^110.556250^8^5
832^110.562500^8^5
833^110.568750^10^5
834^110.575000^7^5
835^110.581250^8^5
836^110.587500^7^5
837^110.593750^8^5
838^110.600000^8^5
839^110.606250^11^8
840^110.612500^10^5
841^110.618750^8^5
842^110.625000^8^5
843^110.631250^8^5
844^110.637500^10^5
845^110.643750^8^5
846^110.650000^9^5
847^110.656250^8^5
848^110.662500^10^8
849^110.668750^9^6
850^110.675000^9^5
851^110.681250^11^5
852^110.687500^8^5
853^110.693750^12^5
854^110.700000^8^5
855^110.706250^10^5
856^110.712500^8^5
857^110.718750^8^5
858^110.725000^15^12
859^110.731250^8^5
860^110.737500^8^6
861^110.743750^8^6
862^110.750000^8^6
863^110.756250^8^6
864^110.762500^8^6
865^110.768750^9^6
866^110.775000^9^6
867^110.781250^9^6
868^110.787500^15^13
869^110.793750^9^6
870^110.800000^8^6
871^110.806250^13^6
872^110.812500^10^6
873^110.818750^12^6
874^110.825000^9^6
875^110.831250^13^6
876^110.837500^10^6
877^110.843750^12^6
878^110.850000^15^13
879^110.856250^8^6
880^110.862500^9^6
881^110.868750^8^6
882^110.875000^9^6
883^110.881250^9^6
884^110.887500^9^6
885^110.893750^10^6
886^110.900000^9^6
887^110.906250^9^6
888^110.912500^10^8
889^110.918750^9^6
890^110.925000^9^6
891^110.931250^9^6
892^110.937500^9^6
893^110.943750^9^6
894^110.950000^11^6
895^110.956250^10^6
896^110.962500^9^6
897^110.968750^14^12
898^110.975000^9^6
899^110.981250^10^6
900^110.987500^11^6
901^110.993750^9^6
902^111.000000^12^8
903^111.006250^10^6
904^111.012500^9^6
905^111.018750^9^6
906^111.025000^10^6
907^111.031250^12^9
908^111.037500^10^7
909^111.043750^10^6
910^111.050000^9^7
911^111.056250^10^7
912^111.062500^11^8
913^111.068750^10^7
914^111.075000^9^7
915^111.081250^10^7
916^111.087500^11^6
917^111.093750^13^10
918^111.100000^11^7
919^111.106250^10^7
920^111.112500^11^7
921^111.118750^12^7
922^111.125000^10^7
923^111.131250^9^7
924^111.137500^10^6
925^111.143750^10^6
926^111.150000^9^6
927^111.156250^9^6
928^111.162500^9^6
929^111.168750^9^6
930^111.175000^9^6
931^111.181250^8^6
932^111.187500^9^6
933^111.193750^10^6
934^111.200000^10^6
935^111.206250^9^6
936^111.212500^13^9
937^111.218750^12^6
938^111.225000^9^6
939^111.231250^9^6
940^111.237500^9^6
941^111.243750^8^6
942^111.250000^8^6
943^111.256250^8^5
944^111.262500^9^6
945^111.268750^8^5
946^111.275000^10^8
947^111.281250^8^5
948^111.287500^10^5
949^111.293750^8^5
950^111.300000^10^5
951^111.306250^8^5
952^111.312500^11^5
953^111.318750^9^5
954^111.325000^11^5
955^111.331250^11^5
956^111.337500^14^11
957^111.343750^11^6
958^111.350000^11^6
959^111.356250^13^6
960^111.362500^12^6
961^111.368750^11^7
962^111.375000^9^5
963^111.381250^8^5
964^111.387500^9^5
965^111.393750^8^5
966^111.400000^15^13
967^111.406250^8^5
968^111.412500^8^5
969^111.418750^9^5
970^111.425000^8^5
971^111.431250^8^6
972^111.437500^8^5
973^111.443750^8^5
974^111.450000^9^5
975^111.456250^10^6
976^111.462500^10^5
977^111.468750^10^5
978^111.475000^14^5
979^111.481250^8^5
980^111.487500^11^6
981^111.493750^10^5
982^111.500000^10^5
983^111.506250^10^5
984^111.512500^7^5
985^111.518750^16^14
986^111.525000^10^5
987^111.531250^8^5
988^111.537500^7^5
989^111.543750^7^5
990^111.550000^8^6
991^111.556250^7^5
992^111.562500^9^5
993^111.568750^8^5
994^111.575000^8^5
995^111.581250^18^15
996^111.587500^7^5
997^111.593750^7^5
998^111.600000^9^4
999^111.606250^9^4
1000^111.612500^10^8
1001^111.618750^8^4
1002^111.625000^9^4
1003^111.631250^8^4
1004^111.637500^9^4
1005^111.643750^17^14
1006^111.650000^7^4
1007^111.656250^8^3
1008^111.662500^8^3
1009^111.668750^10^3
1010^111.675000^9^3
1011^111.681250^7^3
1012^111.687500^11^3
1013^111.693750^7^3
1014^111.700000^5^3
1015^111.706250^7^4
1016^111.712500^7^3
1017^111.718750^8^3
1018^111.725000^7^3
1019^111.731250^9^3
1020^111.737500^7^3
1021^111.743750^11^3
1022^111.750000^6^3
1023^111.756250^7^3
1024^111.762500^9^5
1025^111.768750^7^3
1026^111.775000^6^3
1027^111.781250^6^3
1028^111.787500^5^3
1029^111.793750^8^3
1030^111.800000^8^4
1031^111.806250^6^4
1032^111.812500^8^4
1033^111.818750^8^4
1034^111.825000^7^4
1035^111.831250^7^4
1036^111.837500^7^3
1037^111.843750^5^3
1038^111.850000^6^3
1039^111.856250^14^4
1040^111.862500^6^3
1041^111.868750^12^3
1042^111.875000^9^3
1043^111.881250^11^3
1044^111.887500^9^7
1045^111.893750^8^3
1046^111.900000^7^3
1047^111.906250^10^3
1048^111.912500^8^3
1049^111.918750^10^3
1050^111.925000^7^3
1051^111.931250^9^3
1052^111.937500^9^3
1053^111.943750^5^3
1054^111.950000^9^4
1055^111.956250^7^3
1056^111.962500^8^3
1057^111.968750^6^3
1058^111.975000^9^3
1059^111.981250^5^3
1060^111.987500^6^3
1061^111.993750^5^3
1062^112.000000^5^3
1063^112.006250^11^3
1064^112.012500^11^3
1065^112.018750^12^3
1066^112.025000^9^3
1067^112.031250^11^3
1068^112.037500^7^4
1069^112.043750^9^4
1070^112.050000^8^4
1071^112.056250^6^3
1072^112.062500^6^3
1073^112.068750^9^4
1074^112.075000^7^3
1075^112.081250^8^3
1076^112.087500^9^3
1077^112.093750^5^3
1078^112.100000^7^3
1079^112.106250^8^3
1080^112.112500^5^3
1081^112.118750^7^3
1082^112.125000^9^3
1083^112.131250^10^8
1084^112.137500^9^3
1085^112.143750^11^3
1086^112.150000^10^3
1087^112.156250^9^3
1088^112.162500^7^4
1089^112.168750^6^3
1090^112.175000^6^3
1091^112.181250^7^3
1092^112.187500^9^3
1093^112.193750^15^13
1094^112.200000^6^3
1095^112.206250^8^3
1096^112.212500^9^3
1097^112.218750^6^3
1098^112.225000^8^4
1099^112.231250^6^3
1100^112.237500^6^3
1101^112.243750^6^3
1102^112.250000^9^7
1103^112.256250^8^5
1104^112.262500^7^4
1105^112.268750^7^4
1106^112.275000^9^4
1107^112.281250^11^5
1108^112.287500^8^4
1109^112.293750^10^4
1110^112.300000^10^4
1111^112.306250^6^4
1112^112.312500^12^10
1113^112.318750^6^3
1114^112.325000^6^3
1115^112.331250^6^3
1116^112.337500^6^3
1117^112.343750^8^5
1118^112.350000^8^4
1119^112.356250^8^3
1120^112.362500^8^4
1121^112.368750^7^4
1122^112.375000^7^4
1123^112.381250^8^4
1124^112.387500^8^4
1125^112.393750^9^4
1126^112.400000^10^4
1127^112.406250^6^4
1128^112.412500^9^4
1129^112.418750^7^4
1130^112.425000^10^4
1131^112.431250^9^4
1132^112.437500^12^4
1133^112.443750^7^4
1134^112.450000^12^4
1135^112.456250^10^4
1136^112.462500^8^4
1137^112.468750^6^4
1138^112.475000^10^4
1139^112.481250^7^4
1140^112.487500^8^4
1141^112.493750^8^4
1142^112.500000^11^10
1143^112.506250^8^5
1144^112.512500^8^4
1145^112.518750^7^4
1146^112.525000^8^4
1147^112.531250^6^4
1148^112.537500^10^4
1149^112.543750^6^4
1150^112.550000^8^4
1151^112.556250^10^8
1152^112.562500^8^4
1153^112.568750^7^4
1154^112.575000^6^4
1155^112.581250^6^4
1156^112.587500^9^4
1157^112.593750^7^4
1158^112.600000^6^4
1159^112.606250^7^4
1160^112.612500^10^4
1161^112.618750^7^4
1162^112.625000^7^4
1163^112.631250^7^4
1164^112.637500^9^4
1165^112.643750^6^4
1166^112.650000^6^4
1167^112.656250^7^4
1168^112.662500^8^4
1169^112.668750^8^4
1170^112.675000^7^4
1171^112.681250^7^4
1172^112.687500^6^4
1173^112.693750^7^4
1174^112.700000^7^4
1175^112.706250^9^4
1176^112.712500^7^4
1177^112.718750^9^4
1178^112.725000^9^4
1179^112.731250^7^5
1180^112.737500^6^5
1181^112.743750^7^5
1182^112.750000^11^4
1183^112.756250^8^4
1184^112.762500^8^4
1185^112.768750^6^4
1186^112.775000^7^4
1187^112.781250^7^4
1188^112.787500^8^4
1189^112.793750^7^4
1190^112.800000^12^10
1191^112.806250^7^4
1192^112.812500^6^4
1193^112.818750^7^4
1194^112.825000^7^4
1195^112.831250^7^5
1196^112.837500^6^4
1197^112.843750^6^4
1198^112.850000^7^4
1199^112.856250^7^4
1200^112.862500^14^11
1201^112.868750^8^4
1202^112.875000^8^4
